model,term,beta,SE,OR,lower95_model_based,upper95_model_based,p_model_based,N,AIC,deviance
Alternative broad source grouping,"C(livelihood, Treatment(reference='Other'))[T.Mixed crop-livestock]",0.7231264408502697,0.16765787059970585,2.0608663256945294,1.4836674279499358,2.8626159288609694,1.6097570226395096e-05,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,"C(ea_type_n, Treatment(reference='Urban'))[T.Rural]",0.08718822798975745,0.12204087550805229,1.0911020363336594,0.8589780691439645,1.3859534910802596,0.47496859391180335,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,"C(ea_type_n, Treatment(reference='Urban'))[T.Nomadic]",0.07628322992081893,0.1586976949782415,1.0792682119225658,0.7907572469089044,1.4730435640265722,0.6307420579817747,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,"C(school_cat, Treatment(reference='Never attended'))[T.Ever attended]",-0.152711964780876,0.1033719695097676,0.8583769289943309,0.7009483851165006,1.051162921371561,0.13959380147699646,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,"C(school_cat, Treatment(reference='Never attended'))[T.Unknown]",-1.1409044176216672,0.3227606840567619,0.3195299026191848,0.16973525856055283,0.6015212132922985,0.0004080362935694701,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,C(region_n)[T.Bakool],1.0286976430097925,0.2437307275231832,2.797420221489438,1.7349618367794233,4.510508375287641,2.4361864265902937e-05,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,C(region_n)[T.Banadir],-2.6997921608849946,0.564983840762125,0.0672194821256832,0.02221115833272188,0.2034319286531026,1.7658153095606442e-06,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,C(region_n)[T.Bari],0.25833599860407563,0.24132535362694402,1.2947737877309107,0.8068143437384825,2.0778499718126517,0.2843995147068864,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,C(region_n)[T.Bay],0.939804710015072,0.2311964479712432,2.5594815284100063,1.6268728447576808,4.026710332882698,4.8040346856185396e-05,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,C(region_n)[T.Galgaduud],0.28944297673749975,0.24509067253900224,1.3356832741174691,0.8261865021342929,2.159379031427426,0.2376174856359794,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,C(region_n)[T.Gedo],-0.7431490909305678,0.30227748447866215,0.475613803650851,0.262996919313793,0.8601184029586714,0.013951891107833346,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,C(region_n)[T.Hiraan],-1.0712094979708495,0.2997315984600508,0.3425939001028505,0.19038947605886486,0.6164761982505438,0.00035170895231596047,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,C(region_n)[T.Lower Juba],0.6837179860697525,0.2465094715157113,1.9812302419368741,1.2220862287669207,3.2119446068268256,0.005544027138465621,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,C(region_n)[T.Lower Shabelle],-0.28780107112471004,0.25270266282386356,0.7499107563053491,0.45698793436688173,1.2305929765991996,0.2547481531370773,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,C(region_n)[T.Waqooyi Galbeed],-0.2808033411939151,0.2451394579698631,0.7551768330524229,0.4670697481548017,1.2209997573854303,0.2520086953968992,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,C(region_n)[T.Middle Shabelle],-1.1326731500292027,0.32301317012604747,0.3221708931900819,0.17105349015387844,0.606793140119636,0.000453896374146719,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,C(region_n)[T.Mudug],-1.2091778292509596,0.35847032145677776,0.298442549323528,0.1478170883174939,0.6025552002175746,0.0007431069788781747,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,C(region_n)[T.Nugaal],-0.004034687514336999,0.3095934936288068,0.9959734409017846,0.5428957670490535,1.827170435263518,0.9896020949422979,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,C(region_n)[T.Sanaag],0.893991856107774,0.23889547855817014,2.444869766095999,1.5307483265204687,3.9048797699863926,0.0001824247627784272,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,C(region_n)[T.Sool],0.7801126793658544,0.26489218302614226,2.18171808625891,1.2981290047041163,3.666734038497327,0.003229341716509576,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,C(region_n)[T.Togdheer],0.46137273306545246,0.2392330236842757,1.5862499889263761,0.9925042410261368,2.5351922171813337,0.05378681095330313,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,"C(rain_family_broad, Treatment(reference='Piped/network'))[T.Delivered/vendor]",0.1875215146015401,0.1547312772220454,1.2062562012633333,0.8906962766953089,1.6336141299308418,0.22554403198643358,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,"C(rain_family_broad, Treatment(reference='Piped/network'))[T.Groundwater]",0.3777405943809602,0.1306839007151215,1.4589844250251474,1.1293024587505873,1.8849118196563504,0.0038464096128261053,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,"C(rain_family_broad, Treatment(reference='Piped/network'))[T.Other/social]",0.2901942201422429,0.7024986413725244,1.3366870743699262,0.3373267894185368,5.296740107322909,0.6795416598137902,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,"C(rain_family_broad, Treatment(reference='Piped/network'))[T.Rain/surface]",2.403408307368046,0.13872901824671255,11.060810852410809,8.42749379296659,14.516953642245621,3.074540586424607e-67,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,hhsize,0.018757370440680925,0.01634414004384539,1.0189343950198666,0.9868106084349829,1.0521039118145092,0.2511126220568364,7212,3927.6666897793066,3867.6666897793066
Alternative broad source grouping,female_head,-0.10652384278623109,0.09145986912062853,0.898953614346853,0.7514240148118652,1.0754481954500745,0.2441380882483285,7212,3927.6666897793066,3867.6666897793066
Any questionnaire source change,Intercept,-2.6654513208436224,0.19971603611632135,0.06956794898161425,0.04703351945212062,0.1028989448777105,1.246373409428167e-40,7212,5519.912323037142,5457.912323037142
Any questionnaire source change,"C(livelihood, Treatment(reference='Other'))[T.Agriculture only]",0.27892145361862447,0.190736203609337,1.3217035247631634,0.9094443180839186,1.9208435004045799,0.14364766949008526,7212,5519.912323037142,5457.912323037142
Any questionnaire source change,"C(livelihood, Treatment(reference='Other'))[T.Livestock only]",0.29488488678952945,0.09988599070247559,1.3429717559976373,1.1041859261164577,1.6333962376705355,0.003155035085115126,7212,5519.912323037142,5457.912323037142
Any questionnaire source change,"C(livelihood, Treatment(reference='Other'))[T.Mixed crop-livestock]",0.7113801972430135,0.1463551363215186,2.0368005059860095,1.5288627067132867,2.7134917235984743,1.1700457060947663e-06,7212,5519.912323037142,5457.912323037142
Any questionnaire source change,"C(ea_type_n, Treatment(reference='Urban'))[T.Rural]",0.19068607550694489,0.09879966211939752,1.2100795188497349,0.9970431179652546,1.4686350224530955,0.053603417136050505,7212,5519.912323037142,5457.912323037142
Any questionnaire source change,"C(ea_type_n, Treatment(reference='Urban'))[T.Nomadic]",0.27261802971113913,0.1368449846434116,1.3133984698063643,1.0044115622259473,1.717438951685075,0.04635276398563455,7212,5519.912323037142,5457.912323037142
Any questionnaire source change,"C(school_cat, Treatment(reference='Never attended'))[T.Ever attended]",0.019034834822850594,0.08326711819890736,1.0192171522479678,0.8657416705317063,1.1999001997887697,0.8191800896595893,7212,5519.912323037142,5457.912323037142
Any questionnaire source change,"C(school_cat, Treatment(reference='Never attended'))[T.Unknown]",-0.4964791305421698,0.22155340031845552,0.6086699388389541,0.39426823762753055,0.9396625421198951,0.02503251940331482,7212,5519.912323037142,5457.912323037142
Any questionnaire source change,C(region_n)[T.Bakool],1.0508818907591087,0.2222152055153728,2.860172365746052,1.8502857524551797,4.421255447123447,2.254974897886807e-06,7212,5519.912323037142,5457.912323037142
Any questionnaire source change,C(region_n)[T.Banadir],-0.0016536383740326233,0.20993680899515718,0.9983477281325637,0.661576415219371,1.5065503596239262,0.9937152570313913,7212,5519.912323037142,5457.912323037142
Any questionnaire source change,C(region_n)[T.Bari],1.0031764544384076,0.19948554259523787,2.726930054914935,1.844456752325808,4.0316193453826425,4.935129538701584e-07,7212,5519.912323037142,5457.912323037142
Any questionnaire source change,C(region_n)[T.Bay],0.8298076251119575,0.206005279518177,2.2928776057612397,1.5311778521786863,3.4334925283309783,5.6232029402137876e-05,7212,5519.912323037142,5457.912323037142
Any questionnaire source change,C(region_n)[T.Galgaduud],0.3647749315462927,0.21443512349948815,1.4401898303713232,0.9459950802617996,2.192555533091114,0.08892478619239594,7212,5519.912323037142,5457.912323037142
